s1max,s1mean,s1min,s2max,s2mean,s2min,s3max,s3mean,s3min,s4max,s4mean,s4min,s5max,s5mean,s5min,s6max,s6mean,s6min,target
47.4,43.9545,35.0,1.7,0.4262500000000001,0.0,29.75,22.122354166666664,6.5,4.44,0.49731249999999994,0.0,38.5,35.58845833333333,29.0,1.79,0.49329166666666674,0.0,1
47.75,42.1798125,33.0,3.0,0.6960416666666666,0.0,30.0,22.183625,8.5,5.15,0.9899166666666667,0.0,38.67,33.49391666666667,20.0,2.18,0.6135208333333334,0.0,1
45.75,41.6780625,33.0,2.83,0.5359791666666667,0.0,28.25,19.006562500000005,3.0,6.42,0.841875,0.0,37.5,29.857083333333332,23.67,1.79,0.3832916666666667,0.0,1
48.0,43.45495833333334,37.0,1.58,0.3780833333333333,0.0,27.0,15.793333333333333,5.75,10.03,0.8493541666666666,0.0,33.5,23.034791666666667,8.0,5.26,0.6796458333333334,0.0,1
48.0,43.969125,36.25,1.5,0.41312499999999996,0.0,26.33,15.868020833333333,1.5,5.17,0.6663541666666667,0.0,30.75,22.10375,11.33,2.96,0.5553124999999999,0.0,1
50.0,32.58620833333334,21.0,9.9,0.5161250000000001,0.0,28.25,13.941625,0.0,7.4,0.8688958333333333,0.0,33.75,20.34570833333333,5.0,13.61,1.1620416666666666,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45.5,30.938104166666665,19.0,6.4,0.4671666666666667,0.0,32.75,14.589833333333331,0.0,11.42,0.7775416666666666,0.0,36.0,18.38908333333333,1.67,6.73,1.1073541666666666,0.0,1
47.5,31.058249999999997,25.0,6.38,0.40545833333333337,0.0,28.33,15.296666666666665,2.0,5.32,0.8235416666666666,0.0,40.33,14.407187500000001,0.0,4.92,1.0981041666666667,0.0,1
44.0,36.22839583333333,19.0,12.28,2.8316874999999997,0.0,25.25,15.4245,5.5,9.5,3.119125,0.0,24.5,15.872375000000002,2.5,9.98,3.4806875,0.0,2
44.33,36.68729166666667,26.5,12.89,2.9730416666666666,0.0,28.25,18.396791666666665,8.33,9.63,2.9766041666666667,0.0,24.67,16.48,3.0,8.19,3.0733125,0.0,2
45.0,37.114312500000004,25.33,10.84,2.73,0.0,27.25,16.66391666666667,3.0,10.57,3.138541666666667,0.0,23.33,16.48754166666667,6.75,9.5,3.076354166666667,0.0,2
44.75,36.863375,26.75,11.68,2.7573125,0.0,27.0,16.49475,7.0,9.01,3.0136041666666666,0.0,23.0,16.581145833333334,8.0,8.81,2.7733125000000003,0.0,2
44.25,36.957458333333335,26.25,8.64,2.420083333333333,0.0,26.5,15.313416666666667,7.0,8.06,2.784145833333333,0.0,22.25,15.98916666666667,2.0,8.34,2.9346249999999996,0.0,2
44.67,37.14483333333333,27.75,10.76,2.4190625,0.0,24.75,14.998479166666668,0.0,9.0,2.849625,0.0,23.0,16.773520833333333,0.0,8.75,2.8224375,0.0,2
45.0,36.81952083333333,27.0,10.47,2.6001458333333334,0.0,25.0,15.302625,5.67,10.61,2.9370208333333334,0.0,24.67,17.29627083333333,8.67,8.99,2.8875625,0.0,2
44.33,36.541666666666664,27.0,10.43,2.847958333333333,0.0,27.67,16.1560625,6.0,9.63,3.055458333333333,0.0,24.5,17.062625,7.67,9.18,3.2254583333333335,0.0,2
44.25,35.75235416666666,18.5,12.6,3.3281041666666673,0.0,27.0,16.055020833333334,5.0,9.46,2.8711249999999997,0.0,24.33,16.00127083333333,4.0,9.39,3.069666666666667,0.0,2
43.75,35.87987499999999,19.0,11.2,3.4143125,0.0,26.5,16.690375,7.67,8.87,3.1283541666666665,0.0,26.5,17.0783125,0.0,8.5,3.0930208333333336,0.0,2
43.5,36.244083333333336,23.33,9.71,2.7360208333333333,0.0,28.5,18.43570833333333,7.0,9.78,3.129791666666667,0.0,27.0,18.497145833333335,7.67,11.15,3.5305000000000004,0.0,2
45.0,37.17704166666667,24.25,8.58,2.3742083333333337,0.0,26.75,16.531083333333335,5.5,8.05,2.9106041666666664,0.0,25.5,19.60725,7.0,9.34,2.9217291666666667,0.0,2
51.0,42.7060625,34.0,4.85,0.5198125,0.0,23.0,10.909958333333332,0.0,5.72,0.3320625,0.0,22.25,4.303979166666666,0.0,4.97,0.5493125,0.0,3
41.0,39.66783333333333,39.0,1.0,0.5836041666666667,0.0,15.0,10.834208333333333,0.0,2.49,0.34743749999999995,0.0,14.5,5.779479166666666,0.0,3.49,0.6359375,0.0,3
40.67,39.5061875,0.0,1.0,0.4964791666666667,0.0,13.25,6.550083333333333,0.0,4.03,0.8238541666666666,0.0,16.25,11.765625,0.0,3.19,0.6229166666666667,0.0,3
40.0,39.43379166666667,39.0,1.0,0.4221041666666666,0.0,12.2,5.841145833333333,0.0,3.27,0.39902083333333327,0.0,18.0,10.897458333333335,0.0,4.06,0.5827083333333333,0.0,3
40.0,39.34710416666667,39.0,0.5,0.36639583333333337,0.0,11.33,4.382208333333334,0.0,3.54,0.5029166666666666,0.0,18.67,16.212312500000003,7.0,3.5,0.5884583333333334,0.0,3
56.25,47.32512499999999,39.0,8.49,0.2743125,0.0,18.25,9.5319375,0.0,5.72,0.7857291666666667,0.0,21.0,14.299125,0.0,5.72,0.7661666666666667,0.0,3
30.0,27.716375000000003,23.5,1.79,0.3636875,0.0,13.25,6.078104166666666,0.0,5.02,0.8700416666666667,0.0,21.0,8.337020833333332,0.0,4.5,0.7353958333333334,0.0,3
48.25,48.00416666666667,48.0,0.43,0.007166666666666667,0.0,13.0,4.9005625,0.0,2.86,0.39731249999999996,0.0,12.0,7.6248958333333325,0.0,2.5,0.6412291666666666,0.0,3
41.0,39.66783333333333,39.0,1.0,0.5836041666666667,0.0,15.0,10.834208333333333,0.0,2.49,0.34743749999999995,0.0,14.5,5.779479166666666,0.0,3.49,0.6359375,0.0,3
40.0,39.43379166666667,39.0,1.0,0.4221041666666666,0.0,12.2,5.841145833333333,0.0,3.27,0.39902083333333327,0.0,18.0,10.897458333333335,0.0,4.06,0.5827083333333333,0.0,3
56.25,47.32512499999999,39.0,8.49,0.2743125,0.0,18.25,9.5319375,0.0,5.72,0.7857291666666667,0.0,21.0,14.299125,0.0,5.72,0.7661666666666667,0.0,3
30.0,27.716375000000003,23.5,1.79,0.3636875,0.0,13.25,6.0785625,0.0,5.02,0.8710208333333334,0.0,21.0,8.337437499999998,0.0,4.5,0.7342708333333333,0.0,3
46.0,44.75395833333334,42.5,1.12,0.15391666666666665,0.0,27.25,18.57960416666667,3.67,5.17,0.6253124999999999,0.0,30.75,19.265083333333337,4.33,4.3,0.7640833333333333,0.0,4
45.75,36.5600625,25.5,12.19,0.4221666666666667,0.0,24.0,14.894833333333334,1.0,5.12,0.7405208333333334,0.0,27.0,17.149729166666667,5.5,6.26,0.8548333333333334,0.0,4
38.67,32.90597916666666,27.0,2.49,0.45675000000000004,0.0,23.75,16.30591666666667,2.5,5.12,0.6647916666666667,0.0,23.5,18.087229166666663,2.0,5.12,0.7913541666666667,0.0,4
50.75,38.888374999999996,27.5,6.06,0.38343750000000004,0.0,23.25,14.854166666666666,1.5,6.02,0.6542708333333334,0.0,23.75,16.522020833333332,0.0,5.17,0.8402083333333333,0.0,4
45.0,42.82198329853862,42.0,1.12,0.33567849686847606,0.0,23.0,17.19970772442589,0.0,5.45,0.5311899791231732,0.0,23.0,16.025657620041752,1.0,6.36,0.8560125260960334,0.0,4
46.5,43.19085416666667,41.75,1.5,0.26627083333333335,0.0,21.67,14.8583125,0.0,4.64,0.5102083333333333,0.0,22.0,16.043166666666668,5.67,5.45,0.8062291666666667,0.0,4
48.5,40.21927083333333,35.25,3.28,0.6174791666666667,0.0,23.5,14.851229166666666,0.0,5.12,0.8722291666666667,0.0,27.33,15.167270833333333,0.0,6.36,1.0577291666666668,0.0,4
48.25,43.88483333333333,28.5,3.28,0.5173541666666667,0.0,24.25,14.997375,0.0,6.98,1.0476875,0.0,25.0,14.920541666666669,1.5,7.0,1.3549166666666665,0.0,4
45.0,42.11158333333333,39.5,1.09,0.3419375,0.0,21.8,11.442250000000001,0.0,7.31,0.8893958333333334,0.0,23.0,12.973916666666666,1.0,6.36,0.9611666666666667,0.0,4
44.75,42.282666666666664,39.67,1.0,0.4983541666666666,0.0,22.75,9.469541666666666,0.0,5.68,0.8996458333333333,0.0,23.25,12.5371875,0.0,7.85,0.869,0.0,4
44.67,42.3601875,40.0,1.0,0.4825,0.0,23.5,12.884541666666667,2.0,5.93,0.6200625,0.0,26.67,15.2604375,2.5,4.64,0.7198125,0.0,4
46.0,42.728854166666665,29.25,4.72,0.5553333333333332,0.0,24.0,15.823645833333334,0.0,6.12,0.7582708333333333,0.0,24.0,16.4089375,2.0,5.1,0.8920833333333335,0.0,4
46.67,42.648520833333336,30.0,2.95,0.4028333333333334,0.0,21.25,18.12929166666667,3.0,7.5,0.46797916666666667,0.0,20.75,12.060416666666667,1.0,4.64,0.9173541666666668,0.0,5
47.5,43.720020833333336,36.0,1.92,0.36670833333333336,0.0,21.0,17.010270833333333,6.67,6.02,0.5443333333333332,0.0,20.25,13.198270833333334,1.0,6.18,1.0396874999999999,0.0,5
47.75,44.47114583333334,34.5,2.18,0.2904791666666667,0.0,21.33,17.948541666666664,5.0,5.54,0.5662499999999999,0.0,19.67,13.210083333333333,1.0,4.32,0.927375,0.0,5
48.0,46.2249375,35.5,4.5,0.3123541666666666,0.0,21.0,15.031687499999999,0.0,5.12,0.5984999999999999,0.0,21.0,13.394020833333332,2.5,6.0,0.8825833333333333,0.0,5
48.0,46.93220833333333,29.75,4.6,0.4296666666666667,0.0,21.0,16.847854166666664,6.5,6.52,0.5354375,0.0,21.25,13.281875000000001,2.67,6.58,0.9911250000000001,0.0,5
47.67,45.399625,36.33,1.66,0.4601458333333332,0.0,21.25,17.671395833333335,1.5,4.11,0.44131249999999994,0.0,19.75,12.428541666666668,1.0,4.5,0.7951041666666666,0.0,5
45.8,42.41991666666666,36.0,2.12,0.4605625,0.0,24.0,16.320541666666667,6.33,5.59,0.7498958333333332,0.0,22.0,10.067749999999998,2.0,6.65,1.2262708333333332,0.0,5
48.25,42.51695833333334,37.0,2.12,0.44068749999999995,0.0,21.75,13.218729166666666,1.0,5.61,0.7999375000000001,0.0,21.0,14.63975,1.0,6.85,0.9774166666666667,0.0,5
45.5,42.959354166666664,36.25,2.6,0.352875,0.0,22.0,11.780437500000001,0.0,4.72,0.5641874999999998,0.0,20.25,14.946020833333334,0.0,4.0,0.7484791666666666,0.0,5
47.33,42.67458333333334,36.0,2.17,0.41916666666666663,0.0,21.0,12.110708333333331,0.0,5.56,0.5675,0.0,19.67,14.247458333333332,0.0,3.77,0.7020416666666666,0.0,5
45.75,43.18752083333334,36.25,2.83,0.2712708333333333,0.0,22.75,12.728104166666666,0.0,3.74,0.6427083333333333,0.0,24.0,18.201437499999997,2.0,3.83,0.6454583333333335,0.0,5
47.33,44.44118749999999,36.0,4.5,0.34660416666666666,0.0,21.0,13.356270833333333,3.0,5.54,0.6455833333333333,0.0,21.0,12.611541666666666,1.0,5.91,1.1550833333333335,0.0,5
46.0,35.193333333333335,18.0,16.2,4.321020833333334,0.0,24.5,15.462229166666667,5.67,8.76,3.0728541666666667,0.0,23.5,16.101208333333332,6.25,8.5,3.2419583333333333,0.0,6
46.25,34.763333333333335,20.75,12.68,4.223791666666667,0.0,23.75,15.239020833333335,5.0,9.2,3.2070624999999997,0.0,25.5,16.2995625,6.0,9.39,3.2882708333333333,0.0,6
51.0,34.9358125,21.5,12.21,4.11575,0.0,23.33,15.524520833333334,6.5,9.09,3.0927916666666664,0.0,25.0,15.997229166666667,6.33,10.21,3.280020833333333,0.0,6
47.67,34.33304166666667,18.33,12.48,4.396958333333333,0.0,23.33,15.562895833333334,7.67,9.01,3.1983125,0.0,24.0,15.8644375,6.67,8.01,3.2615833333333333,0.0,6
45.75,34.599875000000004,18.33,15.37,4.398833333333333,0.0,24.0,15.173666666666666,5.5,9.18,3.1455,0.0,23.25,16.0555625,6.5,8.86,3.2895416666666666,0.0,6
43.67,34.225875,15.5,17.24,4.3545,0.0,23.0,15.606479166666668,7.67,9.2,3.365375,0.0,24.0,16.148000000000003,5.75,9.42,3.479541666666667,0.0,6
51.25,34.25352083333334,21.5,13.55,4.457895833333334,0.0,24.0,15.246291666666668,6.5,9.5,3.2791458333333328,0.0,24.25,15.716083333333332,7.0,8.32,3.5007500000000005,0.0,6
45.33,33.586875,19.5,14.67,4.5765625,0.0,23.25,15.317854166666667,7.33,9.0,3.2272291666666666,0.0,25.0,15.892145833333334,6.33,8.32,3.259729166666667,0.0,6
45.5,34.32275,19.75,13.47,4.456333333333333,0.0,22.25,15.209770833333334,6.25,9.0,3.277229166666667,0.0,23.25,15.550458333333331,6.25,9.67,3.4325625000000004,0.0,6
46.0,34.54622916666666,19.5,12.47,4.371958333333334,0.0,22.67,15.185729166666667,7.0,8.34,3.0286874999999998,0.0,22.75,15.759541666666667,7.0,10.0,3.3381250000000002,0.0,6
46.25,34.87322916666667,23.5,14.82,4.380583333333334,0.0,24.25,15.471187500000001,6.67,9.9,3.2056875000000002,0.0,23.5,15.873895833333334,5.5,9.51,3.4246458333333334,0.0,6
44.0,34.4731875,19.25,13.86,4.3593125,0.0,22.75,15.424708333333335,6.0,9.1,3.1882708333333336,0.0,23.25,15.704166666666667,4.67,9.0,3.3404583333333333,0.43,6
